sku,instanceType,family,regionCode,location,operatingSystem,tenancy,vcpu,memory_gb,price_usd_hour,unit,price_per_vcpu,price_per_gb
JU5G8C5VKQARNFY2,c8g.medium,c8g,us-east-1,US East (N. Virginia),Linux,Shared,1.0,2.0,0.03988,Hrs,0.03988,0.01994
JU8KS3Q3UCS3GM6X,p6-b200.48xlarge,p6-b200,us-east-1,US East (N. Virginia),Linux,Shared,192.0,2048.0,113.9328,Hrs,0.5934,0.05563125
JVPXSW2XXKGBUDEN,m5dn.metal,m5dn,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,6.528,Hrs,0.0679999999999999,0.0169999999999999
JVS2EMZAMHXYEECN,m7gd.metal,m7gd,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,3.4171,Hrs,0.0533921875,0.013348046875
JVT9JXEVPBRUMA3N,i3.large,i3,us-east-1,US East (N. Virginia),Linux,Shared,2.0,15.25,0.156,Hrs,0.078,0.0102295081967213
JX9PASJW9YHRZB3U,c5n.metal,c5n,us-east-1,US East (N. Virginia),Linux,Shared,72.0,192.0,3.888,Hrs,0.054,0.02025
K286XBKK7WFRS4DF,x2iedn.2xlarge,x2iedn,us-east-1,US East (N. Virginia),Linux,Shared,8.0,256.0,1.66725,Hrs,0.20840625,0.0065126953125
K2JEMC88BQXQYSXC,m5a.4xlarge,m5a,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,0.688,Hrs,0.043,0.01075
K38Q2KTKUDHRUW5E,c6in.16xlarge,c6in,us-east-1,US East (N. Virginia),Linux,Shared,64.0,128.0,3.6288,Hrs,0.0567,0.02835
K3BRPDP4RU67YX9J,is4gen.medium,is4gen,us-east-1,US East (N. Virginia),Linux,Shared,1.0,6.0,0.14408,Hrs,0.14408,0.0240133333333333
K5BY6VZZZHSRJWD5,r7iz.2xlarge,r7iz,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.744,Hrs,0.093,0.011625
K6JPTMCG62A8HANJ,r5.16xlarge,r5,us-east-1,US East (N. Virginia),Linux,Shared,64.0,512.0,4.032,Hrs,0.063,0.007875
K7BYTRAV8MANG8X4,r6g.2xlarge,r6g,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.4032,Hrs,0.0504,0.0063
K7ERD2Q28HHU97DT,t3.nano,t3,us-east-1,US East (N. Virginia),Linux,Shared,2.0,0.5,0.0052,Hrs,0.0026,0.0104
KA8CSJ7E3YB2KAXH,r6in.large,r6in,us-east-1,US East (N. Virginia),Linux,Shared,2.0,16.0,0.17433,Hrs,0.087165,0.010895625
KAHVWXWKQCQDXYEW,i4i.large,i4i,us-east-1,US East (N. Virginia),Linux,Shared,2.0,16.0,0.172,Hrs,0.086,0.01075
KBTXHKMHSUB7BXZ2,m6i.12xlarge,m6i,us-east-1,US East (N. Virginia),Linux,Shared,48.0,192.0,2.304,Hrs,0.0479999999999999,0.0119999999999999
KCMUQ3V64A4R52DU,x8g.16xlarge,x8g,us-east-1,US East (N. Virginia),Linux,Shared,64.0,1024.0,6.2528,Hrs,0.0977,0.00610625
KD9S9DZJR8EE2RFW,z1d.6xlarge,z1d,us-east-1,US East (N. Virginia),Linux,Shared,24.0,192.0,2.232,Hrs,0.093,0.011625
KD9YAUMC8TX2TS39,c6id.8xlarge,c6id,us-east-1,US East (N. Virginia),Linux,Shared,32.0,64.0,1.6128,Hrs,0.0504,0.0252
KDAMJ2UVCTJTUEBX,r5a.12xlarge,r5a,us-east-1,US East (N. Virginia),Linux,Shared,48.0,384.0,2.712,Hrs,0.0565,0.0070625
KEJ8KX2GBNAZ5KWH,c7i-flex.16xlarge,c7i-flex,us-east-1,US East (N. Virginia),Linux,Shared,64.0,128.0,2.7132,Hrs,0.04239375,0.021196875
KEV695JJHY7GAZWY,m7gd.16xlarge,m7gd,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,3.4171,Hrs,0.0533921875,0.013348046875
KFB7CN4DZAHUQQUG,gr6.4xlarge,gr6,us-east-1,US East (N. Virginia),Linux,Shared,16.0,128.0,1.5392,Hrs,0.0962,0.012025
KG9YWSKMK27V6W6V,m1.large,m1,us-east-1,US East (N. Virginia),Linux,Shared,2.0,7.5,0.175,Hrs,0.0875,0.0233333333333333
KH8N2XRRFWWXJVTK,i7ie.metal-48xl,i7ie,us-east-1,US East (N. Virginia),Linux,Shared,192.0,1536.0,24.9504,Hrs,0.1299499999999999,0.0162437499999999
KJST5JGGCKZ8Q2NE,m7gd.2xlarge,m7gd,us-east-1,US East (N. Virginia),Linux,Shared,8.0,32.0,0.4271,Hrs,0.0533875,0.013346875
KQD9F74EZYRP9WDM,m6idn.xlarge,m6idn,us-east-1,US East (N. Virginia),Linux,Shared,4.0,16.0,0.31824,Hrs,0.07956,0.01989
KQTYTC2BEFA3UQD7,i3.2xlarge,i3,us-east-1,US East (N. Virginia),Linux,Shared,8.0,61.0,0.624,Hrs,0.078,0.0102295081967213
KR9EVAFX4677NQ9A,m7g.4xlarge,m7g,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,0.6528,Hrs,0.0408,0.0102
KRXDF5YMDMKVEE4M,c5ad.xlarge,c5ad,us-east-1,US East (N. Virginia),Linux,Shared,4.0,8.0,0.172,Hrs,0.043,0.0215
KSG8VNAYT3FQZ7PB,m7g.8xlarge,m7g,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,1.3056,Hrs,0.0408,0.0102
KTXJ3UEJUYH4U57F,c6a.12xlarge,c6a,us-east-1,US East (N. Virginia),Linux,Shared,48.0,96.0,1.836,Hrs,0.03825,0.019125
KTXWYEJEHCU3VXZ8,r7g.large,r7g,us-east-1,US East (N. Virginia),Linux,Shared,2.0,16.0,0.1071,Hrs,0.05355,0.00669375
KV5Y6DUB2GDHWU85,c6a.4xlarge,c6a,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.612,Hrs,0.03825,0.019125
KVFV3BR7NJPPKCQA,i4i.2xlarge,i4i,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.686,Hrs,0.08575,0.01071875
KXDXMVEY4HRJRGG4,g6.4xlarge,g6,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,1.3232,Hrs,0.0827,0.020675
KYQCZACWN34G38SA,r5dn.8xlarge,r5dn,us-east-1,US East (N. Virginia),Linux,Shared,32.0,256.0,2.672,Hrs,0.0835,0.0104375
KZ253M3KCY8C26FG,m7i.16xlarge,m7i,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,3.2256,Hrs,0.0504,0.0126
KZB75YSZC3TJZUZS,r6a.24xlarge,r6a,us-east-1,US East (N. Virginia),Linux,Shared,96.0,768.0,5.4432,Hrs,0.0567,0.0070875
KZQBNYYKCHMA2FZJ,u-3tb1.56xlarge,u-3tb1,us-east-1,US East (N. Virginia),Linux,Shared,224.0,3072.0,27.3,Hrs,0.121875,0.00888671875
M2GJ3PRXMAKETJ2R,m5.metal,m5,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.608,Hrs,0.0479999999999999,0.0119999999999999
M2KP6R59R5UU2DED,r7gd.16xlarge,r7gd,us-east-1,US East (N. Virginia),Linux,Shared,64.0,512.0,4.3546,Hrs,0.068040625,0.008505078125
M3H68G7NCU65G8U3,a1.2xlarge,a1,us-east-1,US East (N. Virginia),Linux,Shared,8.0,16.0,0.204,Hrs,0.0255,0.01275
M3Q29Z86PGCBDF39,m7i-flex.8xlarge,m7i-flex,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,1.53216,Hrs,0.04788,0.01197
M54HHJMMFA325RWU,m6g.metal,m6g,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,2.464,Hrs,0.0385,0.009625
M65ZKSTW42PWNCCM,i4i.metal,i4i,us-east-1,US East (N. Virginia),Linux,Shared,128.0,1024.0,10.982,Hrs,0.085796875,0.010724609375
M85N22VB4U7UGU9M,inf2.xlarge,inf2,us-east-1,US East (N. Virginia),Linux,Shared,4.0,16.0,0.7582,Hrs,0.18955,0.0473875
M9EE3CA99HPWQJDG,g6e.48xlarge,g6e,us-east-1,US East (N. Virginia),Linux,Shared,192.0,1536.0,30.13118,Hrs,0.1569332291666666,0.0196166536458333
M9UJNTQEPVNEH6SC,i7i.large,i7i,us-east-1,US East (N. Virginia),Linux,Shared,2.0,16.0,0.1888,Hrs,0.0944,0.0118
MBZK56NMYAXKSBCN,c6gn.xlarge,c6gn,us-east-1,US East (N. Virginia),Linux,Shared,4.0,8.0,0.1728,Hrs,0.0432,0.0216
MD2VS8C4Z7MEECQA,c6a.8xlarge,c6a,us-east-1,US East (N. Virginia),Linux,Shared,32.0,64.0,1.224,Hrs,0.03825,0.019125
MDCEERAZ4UHT28VS,c7i.4xlarge,c7i,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.714,Hrs,0.044625,0.0223125
MERYGKATD7RK8QU3,g4dn.8xlarge,g4dn,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,2.176,Hrs,0.068,0.017
MFN4PHX29R79E58Q,m5d.8xlarge,m5d,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,1.808,Hrs,0.0565,0.014125
MGQXS8Z3TAKPMGUM,r4.4xlarge,r4,us-east-1,US East (N. Virginia),Linux,Shared,16.0,122.0,1.064,Hrs,0.0665,0.0087213114754098
MKAZWX7GUE3VSKTP,c8gn.8xlarge,c8gn,us-east-1,US East (N. Virginia),Linux,Shared,32.0,64.0,1.896,Hrs,0.05925,0.029625
MMVF6USHEAR5JK99,r7g.8xlarge,r7g,us-east-1,US East (N. Virginia),Linux,Shared,32.0,256.0,1.7136,Hrs,0.05355,0.00669375
MP9JYZUWJHT7FTFJ,c5d.large,c5d,us-east-1,US East (N. Virginia),Linux,Shared,2.0,4.0,0.096,Hrs,0.048,0.024
MT2QERWYUHFW42PY,g5g.4xlarge,g5g,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.828,Hrs,0.05175,0.025875
MTP8WSKS5ZXDFP7D,x2gd.xlarge,x2gd,us-east-1,US East (N. Virginia),Linux,Shared,4.0,64.0,0.334,Hrs,0.0835,0.00521875
MU4QGTJYWR6T73MZ,i2.2xlarge,i2,us-east-1,US East (N. Virginia),Linux,Shared,8.0,61.0,1.705,Hrs,0.213125,0.0279508196721311
MUE582N2ET4U2SXT,m8gd.24xlarge,m8gd,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,5.53536,Hrs,0.0576599999999999,0.0144149999999999
MUH92VP7WVDX7YRZ,vt1.24xlarge,vt1,us-east-1,US East (N. Virginia),Linux,Shared,96.0,192.0,5.2,Hrs,0.0541666666666666,0.0270833333333333
MWKKW6N9FGTERCXT,m8gd.2xlarge,m8gd,us-east-1,US East (N. Virginia),Linux,Shared,8.0,32.0,0.46128,Hrs,0.05766,0.014415
MYQ4PRJWRE2JW2QZ,c6in.4xlarge,c6in,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.9072,Hrs,0.0567,0.02835
MZ8Y8CPMDPJVWRW7,c7gd.xlarge,c7gd,us-east-1,US East (N. Virginia),Linux,Shared,4.0,8.0,0.1814,Hrs,0.04535,0.022675
N2K68WEWR4W3MPBT,m5a.large,m5a,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.086,Hrs,0.043,0.01075
N65QRDXHQYHRRKS7,c5n.large,c5n,us-east-1,US East (N. Virginia),Linux,Shared,2.0,5.25,0.108,Hrs,0.054,0.0205714285714285
N66S5ETF6MNZEJAA,c7a.24xlarge,c7a,us-east-1,US East (N. Virginia),Linux,Shared,96.0,192.0,4.92672,Hrs,0.05132,0.02566
N6F3FXP6CXEGAGDK,m5d.24xlarge,m5d,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,5.424,Hrs,0.0565,0.014125
N6JH4CDBYSGBHA2K,r5.24xlarge,r5,us-east-1,US East (N. Virginia),Linux,Shared,96.0,768.0,6.048,Hrs,0.063,0.007875
N6MEXBXPKR5RGKD2,c5a.xlarge,c5a,us-east-1,US East (N. Virginia),Linux,Shared,4.0,8.0,0.154,Hrs,0.0385,0.01925
N7A4NGRN8ERYJ6WH,m6a.24xlarge,m6a,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.1472,Hrs,0.0431999999999999,0.0107999999999999
N7HF529JXCSHT2D5,i3en.xlarge,i3en,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.452,Hrs,0.113,0.014125
N89ZX329V9TY3U6C,im4gn.4xlarge,im4gn,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,1.45517,Hrs,0.090948125,0.02273703125
N8MTF7YBAJ7Y9PDQ,m7g.metal,m7g,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,2.6112,Hrs,0.0408,0.0102
N8XXGSFK676QFC8T,c7g.2xlarge,c7g,us-east-1,US East (N. Virginia),Linux,Shared,8.0,16.0,0.29,Hrs,0.03625,0.018125
N9SGGX745FMRH9D6,x2iedn.metal,x2iedn,us-east-1,US East (N. Virginia),Linux,Shared,128.0,4096.0,26.676,Hrs,0.20840625,0.0065126953125
N9VFB4RQK8RQZ72P,m7a.metal-48xl,m7a,us-east-1,US East (N. Virginia),Linux,Shared,192.0,768.0,11.12832,Hrs,0.05796,0.01449
NARXYND9H74FTC7A,i2.8xlarge,i2,us-east-1,US East (N. Virginia),Linux,Shared,32.0,244.0,6.82,Hrs,0.213125,0.0279508196721311
NCMD4UCTCC76ZJ75,c5n.2xlarge,c5n,us-east-1,US East (N. Virginia),Linux,Shared,8.0,21.0,0.432,Hrs,0.054,0.0205714285714285
NCTEFNHKJC398BJB,r5.large,r5,us-east-1,US East (N. Virginia),Linux,Shared,2.0,16.0,0.126,Hrs,0.063,0.007875
NEH464V2U5KV7XWH,m5dn.large,m5dn,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.136,Hrs,0.068,0.017
NF94HMBZANJM9C4Y,r8gd.48xlarge,r8gd,us-east-1,US East (N. Virginia),Linux,Shared,192.0,1536.0,14.10816,Hrs,0.07348,0.009185
NHHZ87DRUDGUSB9Q,m8gd.metal-24xl,m8gd,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,5.53536,Hrs,0.0576599999999999,0.0144149999999999
NKKKMUC8VTHJGNJ3,r6gd.2xlarge,r6gd,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.4608,Hrs,0.0576,0.0072
NN4EGUUQRWVYP98C,t3.medium,t3,us-east-1,US East (N. Virginia),Linux,Shared,2.0,4.0,0.0416,Hrs,0.0208,0.0104
NPAE5F25UY73JV2X,u-12tb1.112xlarge,u-12tb1,us-east-1,US East (N. Virginia),Linux,Shared,448.0,12288.0,109.2,Hrs,0.24375,0.00888671875
NPET4UTYGJY2WFZ7,c7i.metal-48xl,c7i,us-east-1,US East (N. Virginia),Linux,Shared,192.0,384.0,8.568,Hrs,0.044625,0.0223125
NQPHP68K4VGS8SQ7,m7i.4xlarge,m7i,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,0.8064,Hrs,0.0504,0.0126
NQS7DQ85FN7PR47M,m5n.xlarge,m5n,us-east-1,US East (N. Virginia),Linux,Shared,4.0,16.0,0.238,Hrs,0.0595,0.014875
NRDNUQKUAH28Y2NJ,m5ad.xlarge,m5ad,us-east-1,US East (N. Virginia),Linux,Shared,4.0,16.0,0.206,Hrs,0.0515,0.012875
NRM6TG7X7HHT9ZUU,r6idn.xlarge,r6idn,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.39078,Hrs,0.097695,0.012211875
NRVJ9UG5YV94T26H,m7g.medium,m7g,us-east-1,US East (N. Virginia),Linux,Shared,1.0,4.0,0.0408,Hrs,0.0408,0.0102
NSA2R57DRVEK5HG2,x8g.24xlarge,x8g,us-east-1,US East (N. Virginia),Linux,Shared,96.0,1536.0,9.3792,Hrs,0.0977,0.00610625
NTKZHP24U65D7MNW,x2gd.metal,x2gd,us-east-1,US East (N. Virginia),Linux,Shared,64.0,1024.0,5.344,Hrs,0.0835,0.00521875
NVNJ9GTGRWDNEGEX,i4i.xlarge,i4i,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.343,Hrs,0.08575,0.01071875
NW5879DE7RSBVE8U,r5d.8xlarge,r5d,us-east-1,US East (N. Virginia),Linux,Shared,32.0,256.0,2.304,Hrs,0.072,0.009
NWXQ3EHTABNRU3DU,m6in.large,m6in,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.13923,Hrs,0.069615,0.01740375
NX7C55M75MVZ7A3P,m5ad.24xlarge,m5ad,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.944,Hrs,0.0515,0.012875
P5WXUBQ66V77BQ75,c6gd.2xlarge,c6gd,us-east-1,US East (N. Virginia),Linux,Shared,8.0,16.0,0.3072,Hrs,0.0384,0.0192
P63NKZQXED5H7HUK,d2.2xlarge,d2,us-east-1,US East (N. Virginia),Linux,Shared,8.0,61.0,1.38,Hrs,0.1725,0.0226229508196721
P6ESTFVAVXJXKM7M,m7gd.12xlarge,m7gd,us-east-1,US East (N. Virginia),Linux,Shared,48.0,192.0,2.5628,Hrs,0.0533916666666666,0.0133479166666666
P6FREVCCDEC2W557,p6-b200.48xlarge,p6-b200,us-east-1,US East (N. Virginia),Linux,Shared,192.0,2048.0,0.0,Hrs,0.0,0.0
P788WTZHXVS7MXZW,x2iedn.xlarge,x2iedn,us-east-1,US East (N. Virginia),Linux,Shared,4.0,128.0,0.83363,Hrs,0.2084075,0.006512734375
P8YRYMUJEHA8BUDM,r6i.4xlarge,r6i,us-east-1,US East (N. Virginia),Linux,Shared,16.0,128.0,1.008,Hrs,0.063,0.007875
PB7MPZWURBQSPBJW,m5.24xlarge,m5,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.608,Hrs,0.0479999999999999,0.0119999999999999
PEPECPQNYQUGQKRV,c6gd.large,c6gd,us-east-1,US East (N. Virginia),Linux,Shared,2.0,4.0,0.0768,Hrs,0.0384,0.0192
PHJ5QBTE24J4583B,m7a.48xlarge,m7a,us-east-1,US East (N. Virginia),Linux,Shared,192.0,768.0,11.12832,Hrs,0.05796,0.01449
PJ52BSW34UB6CMXE,r5ad.24xlarge,r5ad,us-east-1,US East (N. Virginia),Linux,Shared,96.0,768.0,6.288,Hrs,0.0655,0.0081875
PKWWSND47P9XHWJ8,c5a.4xlarge,c5a,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.616,Hrs,0.0385,0.01925
PM8S8FC6KUK58CZR,r5n.4xlarge,r5n,us-east-1,US East (N. Virginia),Linux,Shared,16.0,128.0,1.192,Hrs,0.0745,0.0093125
PNGKEJBAR4FVYCR3,m6i.16xlarge,m6i,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,3.072,Hrs,0.048,0.012
PQ8TXEHGX6VRDNX8,r7a.2xlarge,r7a,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.6086,Hrs,0.076075,0.009509375
PRGSWU6294SJ3Z93,r7i.xlarge,r7i,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.2646,Hrs,0.06615,0.00826875
PSXMMQWTBA57FKDB,m5a.8xlarge,m5a,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,1.376,Hrs,0.043,0.01075
PTAYWTPP6ZGJVP9Z,r7a.12xlarge,r7a,us-east-1,US East (N. Virginia),Linux,Shared,48.0,384.0,3.6516,Hrs,0.076075,0.009509375
PW64FEJ392PKDTFQ,m5zn.2xlarge,m5zn,us-east-1,US East (N. Virginia),Linux,Shared,8.0,32.0,0.6607,Hrs,0.0825875,0.020646875
PX2HATB6ZRRSSV25,m5dn.16xlarge,m5dn,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,4.352,Hrs,0.068,0.017
PYETGWNP7PGJ2HFY,m5dn.12xlarge,m5dn,us-east-1,US East (N. Virginia),Linux,Shared,48.0,192.0,3.264,Hrs,0.0679999999999999,0.0169999999999999
Q223E4NKT3VMD5XJ,c7a.32xlarge,c7a,us-east-1,US East (N. Virginia),Linux,Shared,128.0,256.0,6.56896,Hrs,0.05132,0.02566
Q2RNNUEYPXDDTPDQ,r6a.xlarge,r6a,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.2268,Hrs,0.0567,0.0070875
Q2RNXMTESXC3CX6R,c6id.24xlarge,c6id,us-east-1,US East (N. Virginia),Linux,Shared,96.0,192.0,4.8384,Hrs,0.0504,0.0252
Q3EZUFCG9YR6X29E,r7i.metal-24xl,r7i,us-east-1,US East (N. Virginia),Linux,Shared,96.0,768.0,6.3504,Hrs,0.06615,0.00826875
Q4R432QKMN3WRXN7,m5d.2xlarge,m5d,us-east-1,US East (N. Virginia),Linux,Shared,8.0,32.0,0.452,Hrs,0.0565,0.014125
Q6RBM5JDQWDESU9G,c7gd.12xlarge,c7gd,us-east-1,US East (N. Virginia),Linux,Shared,48.0,96.0,2.1773,Hrs,0.0453604166666666,0.0226802083333333
Q6ZZ5DMBUZDD24AM,c6g.12xlarge,c6g,us-east-1,US East (N. Virginia),Linux,Shared,48.0,96.0,1.632,Hrs,0.0339999999999999,0.0169999999999999
Q8JU9GTF3N82NUG8,c7a.medium,c7a,us-east-1,US East (N. Virginia),Linux,Shared,1.0,2.0,0.05132,Hrs,0.05132,0.02566
Q9SS9CE4RXPCX5KG,i3.xlarge,i3,us-east-1,US East (N. Virginia),Linux,Shared,4.0,30.5,0.312,Hrs,0.078,0.0102295081967213
QA3NBPZEQKZ2K9AR,t3.small,t3,us-east-1,US East (N. Virginia),Linux,Shared,2.0,2.0,0.0208,Hrs,0.0104,0.0104
QA53K34Q6FZGM9WD,g4dn.4xlarge,g4dn,us-east-1,US East (N. Virginia),Linux,Shared,16.0,64.0,1.204,Hrs,0.07525,0.0188125
QBZYMNBJV9UWGSJM,r6id.xlarge,r6id,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.3024,Hrs,0.0756,0.00945
QCPH4NB3MBPPU9Q6,i3en.2xlarge,i3en,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.904,Hrs,0.113,0.014125
QCQ27AYFPSSTJG55,m2.2xlarge,m2,us-east-1,US East (N. Virginia),Linux,Shared,4.0,34.2,0.49,Hrs,0.1225,0.0143274853801169
QCUNMEG52NZ8CYGE,z1d.2xlarge,z1d,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,0.744,Hrs,0.093,0.011625
QDTHQADQFU4NEMDQ,i8g.12xlarge,i8g,us-east-1,US East (N. Virginia),Linux,Shared,48.0,384.0,4.1184,Hrs,0.0858,0.010725
QDVZ7DY89T2HXWZK,i7ie.2xlarge,i7ie,us-east-1,US East (N. Virginia),Linux,Shared,8.0,64.0,1.0396,Hrs,0.12995,0.01624375
QFBFRS7GP2ZMEFXD,g6.48xlarge,g6,us-east-1,US East (N. Virginia),Linux,Shared,192.0,768.0,13.3504,Hrs,0.0695333333333333,0.0173833333333333
QFRAE35DTVSTZUSX,m8gd.large,m8gd,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.11532,Hrs,0.05766,0.014415
QFW3U4HBKYR94VFJ,m5zn.large,m5zn,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.1652,Hrs,0.0826,0.02065
QG5G45WKDWDDHTFV,t2.large,t2,us-east-1,US East (N. Virginia),Linux,Shared,2.0,8.0,0.0928,Hrs,0.0464,0.0116
QGBSTS4KJ7ZAF4TC,m6a.16xlarge,m6a,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,2.7648,Hrs,0.0432,0.0108
QHF844JTSY9N3BZE,i7ie.18xlarge,i7ie,us-east-1,US East (N. Virginia),Linux,Shared,72.0,576.0,9.3564,Hrs,0.12995,0.01624375
QKZHP5QA2WEVZFQV,m6a.metal,m6a,us-east-1,US East (N. Virginia),Linux,Shared,192.0,768.0,8.2944,Hrs,0.0431999999999999,0.0107999999999999
QMW9CSCFTNV2H99M,r4.xlarge,r4,us-east-1,US East (N. Virginia),Linux,Shared,4.0,30.5,0.266,Hrs,0.0665,0.0087213114754098
QN6NV26MDYTYVNSE,r7i.4xlarge,r7i,us-east-1,US East (N. Virginia),Linux,Shared,16.0,128.0,1.0584,Hrs,0.06615,0.00826875
QPWK4UQTND8BE7T8,i4i.12xlarge,i4i,us-east-1,US East (N. Virginia),Linux,Shared,48.0,384.0,4.118,Hrs,0.0857916666666666,0.0107239583333333
QR2EDQ8F5VR99VD9,g4dn.12xlarge,g4dn,us-east-1,US East (N. Virginia),Linux,Shared,48.0,192.0,3.912,Hrs,0.0815,0.020375
QR55ERX25V9FC8N2,m6a.32xlarge,m6a,us-east-1,US East (N. Virginia),Linux,Shared,128.0,512.0,5.5296,Hrs,0.0432,0.0108
QS6UYGG3KPDEDMQY,i7ie.24xlarge,i7ie,us-east-1,US East (N. Virginia),Linux,Shared,96.0,768.0,12.4752,Hrs,0.1299499999999999,0.0162437499999999
QSNKQ8P78YXPTAH8,m3.2xlarge,m3,us-east-1,US East (N. Virginia),Linux,Shared,8.0,30.0,0.532,Hrs,0.0665,0.0177333333333333
QTKEP7Q3GY8UQDGU,h1.16xlarge,h1,us-east-1,US East (N. Virginia),Linux,Shared,64.0,256.0,3.744,Hrs,0.0585,0.014625
QW4FHUGEZYB74TW8,c5.4xlarge,c5,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.68,Hrs,0.0425,0.02125
QX8NUR4J4T3XYWX3,c8gd.48xlarge,c8gd,us-east-1,US East (N. Virginia),Linux,Shared,192.0,384.0,9.40608,Hrs,0.04899,0.024495
QXKKJBM3K85S8H5R,c5d.4xlarge,c5d,us-east-1,US East (N. Virginia),Linux,Shared,16.0,32.0,0.768,Hrs,0.048,0.024
QY3YSEST3C6FQNQH,t2.medium,t2,us-east-1,US East (N. Virginia),Linux,Shared,2.0,4.0,0.0464,Hrs,0.0232,0.0116
QZZYG8FFMWQXNRKB,c6gd.metal,c6gd,us-east-1,US East (N. Virginia),Linux,Shared,64.0,128.0,2.4576,Hrs,0.0384,0.0192
R367PJ3B3KCXQF5R,c7g.xlarge,c7g,us-east-1,US East (N. Virginia),Linux,Shared,4.0,8.0,0.145,Hrs,0.03625,0.018125
R45AKTFB8JSRV6EP,m6gd.medium,m6gd,us-east-1,US East (N. Virginia),Linux,Shared,1.0,4.0,0.0452,Hrs,0.0452,0.0113
R4PCD45DQEST3HH7,c6gd.medium,c6gd,us-east-1,US East (N. Virginia),Linux,Shared,1.0,2.0,0.0384,Hrs,0.0384,0.0192
R4RN9N4E69B59B43,m8g.24xlarge,m8g,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.30848,Hrs,0.04488,0.01122
R6G4EN2PUXD8EYGZ,m7a.32xlarge,m7a,us-east-1,US East (N. Virginia),Linux,Shared,128.0,512.0,7.41888,Hrs,0.05796,0.01449
R7QNVGUX86QZ7SMM,m8gd.8xlarge,m8gd,us-east-1,US East (N. Virginia),Linux,Shared,32.0,128.0,1.84512,Hrs,0.05766,0.014415
R9UFA69X2HNZF2UW,i7ie.xlarge,i7ie,us-east-1,US East (N. Virginia),Linux,Shared,4.0,32.0,0.5198,Hrs,0.12995,0.01624375
REBY94A6AP8BZGRR,m8g.metal-24xl,m8g,us-east-1,US East (N. Virginia),Linux,Shared,96.0,384.0,4.30848,Hrs,0.04488,0.01122
REJTQGXWXWSF4YEP,c8gd.metal-24xl,c8gd,us-east-1,US East (N. Virginia),Linux,Shared,96.0,192.0,4.70304,Hrs,0.04899,0.024495
